"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"648","면목약국","서울특별시 중랑구 면목동 105-7번지 ","서울특별시 중랑구 겸재로 194 (면목동)","20151111","운영중","","","","","","","","","동물약국","02-2209-5955","207867.45391300000  ","454331.74811600000  ","306000001120150005","정상"
"649","홍대365약국","서울특별시 마포구 서교동 340-1번지 104호","서울특별시 마포구 와우산로27길 43 (서교동)","20151204","운영중","","","","","","","","","동물약국","","193472.97784400000  ","450577.92495400000  ","313000001120150008","정상"
"650","초원약국","서울특별시 강남구 논현동 234-1번지 ","서울특별시 강남구 논현로114길 8 (논현동)","20160223","운영중","","","","","","","","","동물약국","02-556-5656","203012.61978500000  ","445449.14587800000  ","322000001120160003","정상"
"651","새롬약국","서울특별시 서대문구 연희동 608번지 ","서울특별시 서대문구 증가로 85 (연희동)","20160304","운영중","","","","","","","","","동물약국","02-335-3814","193529.55691300000  ","452809.26116700000  ","312000001120160001","정상"
"652","옵티마자연약국","서울특별시 양천구 목동 404-156번지 대경프라자 ","서울특별시 양천구 신목로 102 (목동 대경프라자)","20160330","운영중","","","","","","","","","동물약국","","189018.78595800000  ","447129.38607300000  ","314000001120160002","정상"
"653","서초제일약국","서울특별시 서초구 방배동 924-13번지 청림빌딩 1층 ","서울특별시 서초구 방배로 111 1층 (방배동 청림빌딩)","20160329","운영중","","","","","0","","","","동물약국","02-583-7170","199614.16811500000  ","442717.27802700000  ","321000001120160003","정상"
"654","노원월계동물약국","서울특별시 노원구 월계동 781번지 ","서울특별시 노원구 월계로45가길 94 상가동 101호 (월계동 월계청백4단지아파트)","20160406","운영중","","","","","0","","","","동물약국","02-542-1572","204619.93989400000  ","459170.10027400000  ","310000001120160002","정상"
"655","강동정문약국","","서울특별시 강동구 진황도로 74 (천호동 하이브)","20160321","운영중","","","","","0","","","","동물약국","02-423-3005","211911.96157800000  ","448597.62754700000  ","324000001120160001","정상"
"656","열린동물약국","","서울특별시 강동구 상암로 104 (천호동)","20160331","운영중","","","","","0","","","","동물약국","24775756","211851.05425900000  ","449742.48514500000  ","324000001120160002","정상"
"657","부부약국","","서울특별시 구로구 오류로8길 60 (오류동 우성빌딩)","20160331","운영중","","","","","","","","","동물약국","226880151","186175.24598600000  ","443653.32981300000  ","316000001120160002","정상"
"658","수유대학약국","서울특별시 강북구 수유동 343-10번지 ","서울특별시 강북구 삼양로 431-1 (수유동 수유대학약국)","20160614","운영중","","","","","","","","","동물약국","02-991-0361","201450.05252200000  ","460267.19316000000  ","308000001120160005","정상"
"659","약수하나약국","","서울특별시 중구 다산로 111 1층 (신당동 한미빌딩)","20160609","운영중","","","","","601.63","","","","동물약국","222320363","200869.73112300000  ","450506.53315200000  ","301000001120160001","정상"
"660","365 열린약국","","서울특별시 구로구 남부순환로97길 3 105호 (개봉동 KS프리미어빌딩)","20160908","운영중","","","","","","","","","동물약국","236660784","187465.16280600000  ","443847.16429500000  ","316000001120160004","정상"
"661","정화약국","","서울특별시 용산구 두텁바위로 11 (갈월동 일심외과의원 정화약국)","20160909","운영중","","","","","0","","","","동물약국","27742399","197658.86059500000  ","449551.81191400000  ","302000001120160003","정상"
"662","미소드림약국","서울특별시 성북구 동소문동2가 11번지 카프리빌딩 1층 ","서울특별시 성북구 동소문로 10 1층 (동소문동2가 카프리빌딩)","20170831","운영중","","","","","","","","","동물약국","747-6464","200647.73338600000  ","454352.40094000000  ","307000001120170020","정상"
"663","밝은약국","서울특별시 서초구 서초동 1303-10번지 ","서울특별시 서초구 사평대로56길 7 1층 106호 (서초동 서초한일유앤아이주상복합)","20170905","운영중","","","","","","","","","동물약국","","202079.69742000000  ","444860.34320100000  ","321000001120170007","정상"
"664","협성가축약품","","서울특별시 동대문구 왕산로 225 A동 1층 14호 (청량리동 미주상가)","20170921","운영중","","","","","","","","","동물약국","02-965-9778","204169.92394100000  ","453619.78096800000  ","305000001120170006","정상"
"665","단골약국","서울특별시 동작구 신대방동 344-258번지 ","서울특별시 동작구 보라매로 61-1 (신대방동)","20171122","운영중","","","","","","","","","동물약국","","193555.61307300000  ","443949.02176000000  ","319000001120170004","정상"
"666","방학태평양약국","서울특별시 도봉구 방학동 696번지 ","서울특별시 도봉구 도당로 80 1층 (방학동 방학동근생)","20170912","운영중","","","","","0","","","","동물약국","3491-6626","203206.76756200000  ","462799.50770000000  ","309000001120170008","정상"
"667","동인약국","서울특별시 관악구 봉천동 180-120번지 ","서울특별시 관악구 인헌길 76 1층 (봉천동)","20171030","운영중","","","","","","","","","동물약국","02-872-0088","197049.25775200000  ","441408.92758400000  ","320000001120170004","정상"
"668","황금당약국","","서울특별시 구로구 디지털로32길 79 (구로동 조영빌딩)","20170828","운영중","","","","","","","","","동물약국","28617585","191133.58315700000  ","442681.25356400000  ","316000001120170003","정상"
"669","코코약국","","서울특별시 성동구 무학로 33 151동 306호 (하왕십리동 텐즈힐)","20171017","운영중","","","","","0","","","","동물약국","02-6013-2733","202475              ","451906              ","303000001120170008","정상"
"670","건강온누리약국","서울특별시 영등포구 신길동 508번지 시원빌딩 105호","서울특별시 영등포구 신풍로 113 105호 (신길동)","20171027","운영중","","","","","","","","","동물약국","02-831-6008","192825.89663300000  ","444522.73958300000  ","318000001120170008","정상"
"671","메디팜상암약국","","서울특별시 마포구 상암산로1길 73 103호 (상암동 월드프라자)","20170915","운영중","","","","","","","","","동물약국","232915879","189683.41359800000  ","453407.67377000000  ","313000001120170008","정상"
"672","월드약국","","서울특별시 마포구 월드컵북로 502 209210호 (상암동 월드컵파크 프라자)","20170915","운영중","","","","","","","","","동물약국","23038533","189389.48911300000  ","453949.79435000000  ","313000001120170009","정상"
"673","은평응암동물원약국","서울특별시 은평구 응암동 89-19번지 ","서울특별시 은평구 은평로 121 1층 (응암동)","20171012","운영중","","","","","","","","","동물약국","","193031.56924400000  ","455660.94643300000  ","311000001120170008","정상"
"674","건강한약국","서울특별시 노원구 월계동 435-9번지 ","서울특별시 노원구 석계로9길 25 1층 (월계동)","20170802","운영중","","","","","","","","","동물약국","","205555.92223300000  ","457485.56714000000  ","310000001120170006","정상"
"675","미소약국","서울특별시 서대문구 홍제동 139-5번지 ","서울특별시 서대문구 통일로 402-1 1층 (홍제동)","20171025","운영중","","","","","","","","","동물약국","02-6487-6110","195393.52765800000  ","454016.06466700000  ","312000001120170006","정상"
"676","기림약국","서울특별시 은평구 응암동 397-80번지 ","서울특별시 은평구 응암로22길 8 1층 (응암동)","20171018","운영중","","","","","","","","","동물약국","02-373-9725","192832.86613100000  ","454893.81601200000  ","311000001120170009","정상"
"677","종로온누리약국","서울특별시 종로구 창신동 562번지 하나저축은행 ","서울특별시 종로구 종로 293 1층 (창신동)","20171113","운영중","","","","","","","","","동물약국","02-742-0900","200927.38506600000  ","452480.29115200000  ","300000001120170002","정상"
"678","신중앙약국","서울특별시 중구 신당동 140-1번지 ","서울특별시 중구 퇴계로 436 1층 (신당동)","20171019","운영중","","","","","","","","","동물약국","02-2237-9602","201761.42401100000  ","451771.62107000000  ","301000001120170003","정상"
"679","방배이수동물약국","서울특별시 서초구 방배동 3160번지 (재)원불교 유문빌딩 1층 ","서울특별시 서초구 동작대로 114 1층 (방배동 (재)원불교 유문빌딩)","20171026","운영중","","","","","","","","","동물약국","","198468.17107700000  ","443035.11800300000  ","321000001120170009","정상"
"680","건대수약국","","서울특별시 광진구 능동로 137 (군자동)","20171018","운영중","","","","","","","","","동물약국","070-8807-5009","206346.62383100000  ","449290.70602700000  ","304000001120170005","정상"
"681","새미래약국","서울특별시 강서구 화곡동 109-16번지 ","서울특별시 강서구 화곡로 196 1층 (화곡동)","20171109","운영중","","","","","","","","","동물약국","2602-5269","186125.42058600000  ","449290.07322300000  ","315000001120170008","정상"
"682","태평양약국","서울특별시 서초구 우면동 757번지 서초타워 103호","서울특별시 서초구 중앙로 582 103호 (우면동)","20171106","운영중","","","","","","","","","동물약국","","201289              ","439457              ","321000001120170010","정상"
"683","뉴타운메디컬약국","서울특별시 은평구 진관동 20번지 은평뉴타운상림마을 821동 115호","서울특별시 은평구 진관3로 70 821동 115호 (진관동 은평뉴타운상림마을)","20171109","운영중","","","","","","","","","동물약국","02-357-0777","193264.81733800000  ","460399.31051000000  ","311000001120170014","정상"
"684","방이종로약국","서울특별시 송파구 방이동 208-3번지 ","서울특별시 송파구 마천로 29 (방이동)","20171011","운영중","","","","","","","","","동물약국","02-3431-0440","210984.92847100000  ","445569.21657800000  ","323000001120170016","정상"
"685","영등포진약국","서울특별시 영등포구 영등포동6가 9번지 1층 ","서울특별시 영등포구 영중로 63 1층 (영등포동6가)","20170914","운영중","","","","","","","","","동물약국","02-3141-0683","191579.61167600000  ","446953.98987900000  ","318000001120170007","정상"
